,sentiment,content
601,neg,skype call billie webcam dont work
602,neg,You get Canada I ca freak ? Seriously I allowed cross border
603,neg,So guys coming Alabama supposed tonight cancelled I great seats
604,neutral,squash ON 07 Ghost Sengoku bagara valkyrie Chronicles RequiemForThePhantom EdenOfTheEast
605,neg,My aim working due network problems
606,neg,feels disappointed mahir malaga mag supervise tao
607,neutral,pic back blue
608,pos,Yay almost home go walking today
609,neg,fu I hate I try support local bookstore never I need
610,neutral,nothing much seen good stuff think go bed soon hot sleep
611,neg,Wishes I going pay summer jam never seem win
612,neg,I miss 8703
613,pos,oh ok thanks
614,neg,I wish could make quick trip LA July I miss LA
615,pos,Hey Thank SO much followfriday I failed miserably get list together week
616,neg,Still havent left house yet This rediculous REALLY
617,neg,Ugh still sick This Calgary cold lasted forever
618,pos,mom eating tostitos pink spinach dip 3
619,pos,wezlow feel fat remember used weigh much putt long time ago hahaha
620,neg,Just got instant message another co worker got laid Lots people becoming unemployed
621,neg,Ugh I know U even care Nicole Richie I I missed last nite despite twitter
622,neutral,oh went crowd epic dude
623,pos,really It looks like going rain gray La bummer sometimes
624,neg,course laughing loud eat
625,neg,fol nothing perfect
626,neg,I sad I broke super awesome giant paper clip I using Italy notes
627,pos,Karaoke small town bar Having wonderful time
628,neg,ahah I hate Internet When people learn native widgets always best
629,pos,You live dat glamorous life
630,pos,damn day came fast cherished moment
631,neutral,kid 3 stronger
632,pos,bryan sweet 15 didnt think gonna talk towards end night talked
633,neg,go bed mister u need beauty sleep
634,neg,today going AH Giving notice boss today She going upset I totally stressed
635,neg,lol exams go cast school finished form 5 soo disappointed
636,neg,I hate crowds
637,neg,know right weak go seems like think tonya lamesauce call
638,neg,I Geography Revision Earthquakes How Boring
639,neutral,haha like modern studies favourite subject haha guessing dont feel ex
640,neutral,Waiting last movie finish test screening Ghost Girlfriends Past glass wine lolly bag hand yay
641,neg,oh opera 10 google friendly weeps
642,neutral,good morning rob
643,neg,Feeling nauseous ca sleep
644,pos,followfriday thank I still even close I
645,pos,Reporting form Delhi Rains started Picking speed Providing welcome relief hostels
646,pos,I add shop favorites I love needle wraps Right needles mess basket
647,neg,tired want sleep Stupid work getting way
648,pos,made got home tango tango wonderful day
649,neutral,I one long time Too e playful ensive
650,pos,girl crash may last 2 days
651,neutral,hello How life side screen
652,pos,haha good luck babe UPLOAD A PHOTO WILL YA
653,neg,boo I thought list meant would good go looks like get adapter door
654,neg,feeling even worse today
655,neutral,I could eat 2
656,pos,house sale go OK Hope really like daily painting today creative day
657,neg,yeah That bad
658,pos,It officially start end summer Oh summer school
659,neg,sad last entrance cal academy science zipcode free day
660,neutral,I wanna roc wit chu Imy buu
661,pos,Hey Good AM
662,neg,Just tried energy drink report back guys im sweating worst cramps I want lie
663,neg,It hot Texas ac upstairs broken really hot house
664,neg,im upset u US weekly uncle works apparently didnt know big fan
665,neutral,Looking new sums sending solution Get 6 FREE sums every stagg
666,neutral,My best Vanilla memory Sharffenberger factory gift shop Not sure get
667,neg,It collie spelt ie She made cry tonight get
668,pos,Leaving A much fun
669,neg,Thats seen 5 till 7 2 hours I normally sleep I missed playful haha
670,neutral,huh 1 already shucks
671,pos,LOVE lion king fav movie kid love till
672,pos,amateur best Mozart movie I got kicked high school chorus missed trip Hawaii
673,neutral,sauce Huh I going california tomorrow morning
674,neutral,try go I tell everyone goes Montreal check Even people live
675,neutral,Work work work
676,pos,YES I e mail one window marked follow Monday dang paper still tho
677,pos,working day finally relaxing miss
678,neutral,Thats helpful At least know got place secured already things pan fingers crossed
679,neutral,might missed latest e playful element I know blogs many words days
680,neutral,email pics ur laptop I wana put one background
681,pos,funny well say bye really THAT delirious lol worked 13 think crazy anyhow bye lady
682,neg,WHAT ABOUT ME I VOTE EVERY DAY FOR YOU
683,neg,Damn I got math test today
684,pos,bored mind I guess im paying price much fun yesterday
685,neg,I know wear
686,neutral,Heading relay Belfast marathon
687,neg,oh I sorry old grandpa
688,neutral,long airport smoke inside bar somehting would SUK security lol
689,neg,My ex makes cry I wish I stronger
690,neg,I hope I get job I steady income start eating well All cheap food horrible
691,neg,Freakin frustrated ca coach realize times hard ai nobody got money buy cookie dough new uniforms
692,neg,could talking probably though wink
693,neutral,Big booming thunder storm almost Maybe go home early Ah probably
694,pos,Ha perfect timing message cure came
695,pos,ahah FINALLY went yogurtland saved spoon hahaha
696,pos,fun night beka talkin stuff Wuv
697,neg,I want get braces removed soo bad
698,pos,green surprise Haha I I decided see making grilled cheese George Foreman would work well
699,neg,uff ble litt trust av else den sister sweeten din challenge prooved tough sad
700,pos,Good morning world
701,neutral,woken bacon egg sandwich bed man I good housemates
702,neutral,Started using branch
703,pos,Working Listening music Testing new singer guitarist tonight let hope best
704,neg,dont make plans mite go tho bothered 2 get pas
705,neutral,When getting yearbook today strange
706,neg,oh freaking god favourite jerk chicken place closed
707,pos,Hey Lauren I huge fan I hope fun tango Tango
708,pos,Paper writing til heart content
709,neutral,laugh fever gone If I end missing clubbing tomorrow night I going pissed Stupid boytoy gave plague
710,neg,phone died really need go home recap last night aiyaiyah hate running errands
711,neg,urgh head banging
712,neg,today free day bell rang wen rang end okay
713,pos,YES said 2 hours
714,pos,Happy Mother Day mothers
715,neg,yeah dna go I 3 dif apps phone sad reason lol
716,neg,phone updated got camcorder phone mine updated chit ai fair
717,pos,Good night Sorry I missed morning window See 5 I suspect
718,pos,chillin bros couple younglings get much better
719,neg,MEE ooh I gonna SO disappointed season 7
720,pos,many things better sleeping windows open
721,neg,And could empire dirt I e dad I freezing fully shivering every else warm ones allowed ifs
722,neg,They layed 23 teachers city near I wonder I thinking going jobfield
723,neg,I hate weather wanna bake
724,neutral,summon summon good thanks letting know earlier I ate already
725,neg,sad seeing Basshunter Metroplex weekend
726,neutral,That sounds good
727,neg,sleeping lost voice couple day ago
728,pos,Happy Mother day miss mom much Always best mom ever
729,pos,weekend even though I work
730,pos,Also I designed banner pretty stinkin cute
731,neg,sad shin ae got married alex
732,pos,Up em got big To Do List today hubby work But weekend going us I think
733,neutral,going back home tonight
734,pos,Happy Mom Day Here Spain last Sunday Any hint first single radio gym Mini
735,neg,err stupid meelo disconnecting every 5 seconds
736,pos,ca wait see Transformers 2 ame Shia yippee
737,neutral,57 days till day
738,neutral,I got idea reach birthday brunch location Roads around west jet Clueless
739,neutral,I gots sniffles
740,neg,At marlies doc appointment poor bargirl get shots
741,pos,Yeah I okay I breathe like 7 seconds I thought I gonna die Hahaha
742,pos,Whoo Baby Good luck
743,neg,exactly like glasgow busier
744,neutral,Have nice way
745,neutral,Dad Mum heading way I normally jump middle trash bit cat chasing dreams
746,neg,There 3 dry office mine It drives nuts especially app kids
747,neutral,ca carriers anymore
748,neutral,Ug Full cold dark pub Want go outside
749,neutral,sti doin fine bout
750,neutral,Heading home Sacramento Will continue writing WIndows Server 2008 Unleashed book weekend Sigh windows
751,neg,Spent entire morning meeting vendor boss happy Lots fun I plans morning
752,pos,Kicking Back In The Holidays No More School whiles
753,neg,attempt sync facebook twitter seems failed
754,pos,laughing loud I feel like drunk right
755,neutral,feels strong contractions wants go
756,neg,New chic texted saying Thanks e mail answer question might need look newer chic
757,pos,I following One favourite actors
758,neg,This beyond terrible friends 18 yr old daughter jumped skyway bridge morning She beautiful girl loss
759,pos,I way see 17 Again I wanted see loong time
760,pos,shopping therapeutic bettering need financing therapy however
761,neg,My wedding next Thursday I ill
762,neg,I totally want white chocolate macadamia cookies mars Fields mall soo far away Bleh think I make
763,neg,ooh I wanna join master bed rest ca drive thy going crazy boring type
764,neutral,yeah whatever twisted mind maybe wink laughing loud oh wait mine
765,neutral,going second morning day sleeping 3 4 hours
766,pos,Lucky drizzling Mommy says puddles big enough 4 swim dog park today
767,neg,devon horse show gettin mostly rained lots events ben cancelled inch coaches
768,neg,Sad say bye bye beautiful mountains
769,neg,flu swinish one flu
770,neg,phone dead sucks
771,neutral,read lucky getting new phone
772,neg,mom woke u mad dreaming shoes wants go river stupid
773,neutral,Y360 user oh hanh
774,pos,ahah ike cutest thing ever Plus reminds twilight good cause I love much
775,neutral,called called I think answer haha
776,neg,Dislocating thumb painful dislocating toe I reminded today thankfully toe Still feels weird
777,neutral,got home I leave right back
778,pos,Morning everyone Hope great Sunday
779,neg,I wish I va
780,pos,Hey thanks another great day I going sleep I chat tomorrow Sweet dreams
781,neg,sun It sucks especially pale whitman skin I ca stop sneezing I blame
782,neg,Just changed car tires cost bomb
783,neg,I cant gets pissy I unplug finished hahaha
784,neg,ready 4 weekend yay even though im lucky person gets work 10 days row till get another one
785,neutral,vuelve sunny day real estate
